central_wavelength,bin_half_width,transit_depth,transit_depth_error
2.762926619342213,0.003438000000000052,0.022255678224167377,0.00030650639704688084
2.769715119324037,0.003438000000000052,0.02196932329901189,0.0002686023602804758
2.7765033565971162,0.00343799999999983,0.02249129212900079,0.00023956044650276875
2.7833501600084984,0.003438000000000052,0.022437368277708272,0.00025346914079701455
2.7904772664866844,0.003438000000000052,0.022221453912970025,0.00020208839127827972
2.797604071059503,0.003438000000000052,0.02243183858719516,0.00020247420441327628
2.8043912206839403,0.003438000000000052,0.022274353742855732,0.00020160559781647248
2.8111780901860417,0.00343799999999983,0.021923107008135264,0.0001830167720402057
2.8179646762312265,0.003438000000000052,0.022170175635106603,0.00016812127891470307
2.82475097550672,0.003438000000000052,0.022310836677174886,0.00017832424117525687
2.8315369847214455,0.003438000000000052,0.022213323038059146,0.00015963286788166114
2.838322700605879,0.00343799999999983,0.022468345572493012,0.00016275485436456155
2.8455064338986236,0.003438000000000052,0.02214586232446641,0.00017761838284771934
2.8526308113058363,0.003438000000000052,0.0221597736701772,0.0001507266394285312
2.859415622082918,0.003438000000000052,0.022034501157185412,0.00015095226380433126
2.864504029536947,0.001719000000000026,0.022198532571473514,0.00019545500984220217
2.869592262436239,0.0033924999999999095,0.02222233704148852,0.00015995743571308843
2.8763763008605405,0.0033924999999999095,0.021988393055179627,0.0001388984406879752
2.88316002484724,0.0033925000000001315,0.022079257087534117,0.00018796475253549913
2.889943431286291,0.0033919999999998396,0.0221219629416252,0.0001386346369207052
2.8967265170880045,0.0033920000000000616,0.02212370125221783,0.00014714816783224568
2.903509279182923,0.0033914999999999917,0.022226378202659384,0.0001539907216318227
2.9103509877122935,0.0033914999999999917,0.022332717946441538,0.0001583304715144839
2.917133117522442,0.0033914999999999917,0.021684942969148437,0.0001540283380367324
2.9239149144801537,0.0033914999999999917,0.02180950122484032,0.00014194773892547462
2.930696375595694,0.003391000000000144,0.02181819172702894,0.00015832995004886124
2.9374774978988443,0.003390999999999922,0.021867819672822024,0.0001636742440911224
2.9442582784387517,0.003390999999999922,0.021821559099635592,0.00013624242001353297
2.951038714283774,0.003390500000000074,0.02193873668165533,0.00018476228048403912
2.957818802521375,0.003390500000000074,0.021989019255680788,0.00014105603451171502
2.9645985402579615,0.003390499999999852,0.021893894634632868,0.00014595373757993294
2.971377924618711,0.003390000000000004,0.021901626218543174,0.00013064223996347722
2.978216453884817,0.003390000000000004,0.021710559738926254,0.00012180190419547161
2.9849951466321123,0.003390000000000004,0.02143956025942979,0.0001561633488681877
2.9917734774362095,0.0033895000000001563,0.021695876553815444,0.00014174799666137584
2.998551443496333,0.0033894999999999342,0.02172155549102738,0.00013744533801482675
3.005329042029781,0.0033890000000000864,0.021939411469448115,0.00013314312976781754
3.0121062702718087,0.0033894999999999342,0.02179228144332515,0.00014100474924332574
3.01888312547543,0.0033885000000000165,0.021725319776166867,0.00016466619236204686
3.0256596049113105,0.0033889999999998643,0.021613216390169845,0.00013365606444157277
3.032435705867603,0.0033885000000000165,0.021568033716116226,0.00013028880156141812
3.039211425649823,0.0033880000000001687,0.021637332653208646,0.0001317140221656888
3.0459867615806715,0.0033884999999997945,0.02173036577931021,0.00013451580463518052
3.0528214575673447,0.0033880000000001687,0.021957775791646317,0.00014484491219526047
3.0595960409281107,0.0033874999999998767,0.021521473174425144,0.00012738533946699568
3.0663702324562614,0.0033875000000000988,0.021707045423253832,0.00013667838675563595
3.0731440295421324,0.0033874999999998767,0.02149802393753083,0.00032278691644252526
3.079917429592515,0.003387000000000029,0.02177204322603658,0.00012971743083813362
3.0866904300305262,0.003387000000000029,0.02170845351261523,0.00013027645583330502
3.093463028295444,0.003387000000000029,0.021734336428561575,0.00012783916914244778
3.1002352218425786,0.003386499999999959,0.021314186218022953,0.00013162647476381274
3.10700700814308,0.003386000000000111,0.021470910080783657,0.000128356654491092
