central_wavelength,transit_depth_error
2.762926619342213,0.00030650639704688084
2.769715119324037,0.0002686023602804758
2.7765033565971162,0.00023956044650276875
2.7833501600084984,0.00025346914079701455
2.7904772664866844,0.00020208839127827972
2.797604071059503,0.00020247420441327628
2.8043912206839403,0.00020160559781647248
2.8111780901860417,0.0001830167720402057
2.8179646762312265,0.00016812127891470307
2.82475097550672,0.00017832424117525687
2.8315369847214455,0.00015963286788166114
2.838322700605879,0.00016275485436456155
2.8455064338986236,0.00017761838284771934
2.8526308113058363,0.0001507266394285312
2.859415622082918,0.00015095226380433126
2.864504029536947,0.00019545500984220217
2.869592262436239,0.00015995743571308843
2.8763763008605405,0.0001388984406879752
2.88316002484724,0.00018796475253549913
2.889943431286291,0.0001386346369207052
2.8967265170880045,0.00014714816783224568
2.903509279182923,0.0001539907216318227
2.9103509877122935,0.0001583304715144839
2.917133117522442,0.0001540283380367324
2.9239149144801537,0.00014194773892547462
2.930696375595694,0.00015832995004886124
2.9374774978988443,0.0001636742440911224
2.9442582784387517,0.00013624242001353297
2.951038714283774,0.00018476228048403912
2.957818802521375,0.00014105603451171502
2.9645985402579615,0.00014595373757993294
2.971377924618711,0.00013064223996347722
2.978216453884817,0.00012180190419547161
2.9849951466321123,0.0001561633488681877
2.9917734774362095,0.00014174799666137584
2.998551443496333,0.00013744533801482675
3.005329042029781,0.00013314312976781754
3.0121062702718087,0.00014100474924332574
3.01888312547543,0.00016466619236204686
3.0256596049113105,0.00013365606444157277
3.032435705867603,0.00013028880156141812
3.039211425649823,0.0001317140221656888
3.0459867615806715,0.00013451580463518052
3.0528214575673447,0.00014484491219526047
3.0595960409281107,0.00012738533946699568
3.0663702324562614,0.00013667838675563595
3.0731440295421324,0.00032278691644252526
3.079917429592515,0.00012971743083813362
3.0866904300305262,0.00013027645583330502
3.093463028295444,0.00012783916914244778
3.1002352218425786,0.00013162647476381274
3.10700700814308,0.000128356654491092
3.113778384683845,0.00013253648861422145
3.120549348967342,0.00013610589027775085
3.1273198985114408,0.00012540058115016408
3.1340900308493023,0.00013474971173695627
3.140919774114928,0.00013360178455210876
3.1476890871452046,0.0001316215715852493
3.1544579756116082,0.0001337342136378235
3.1612264371071586,0.0001353483471971124
3.167994469239427,0.00012407689172530507
3.1747620696303276,0.00015403922243425392
3.1815292359159897,0.00014358515134636329
