# %ECSV 1.0
# ---
# datatype:
# - {name: instrname, datatype: string}
# - {name: reference, datatype: string}
# - {name: bandpass, datatype: string}
# - {name: iwave, datatype: int64}
# - {name: wave, unit: um, datatype: float64}
# - {name: waveMin, unit: um, datatype: float64}
# - {name: waveMax, unit: um, datatype: float64}
# - {name: xMin, datatype: int64}
# - {name: xMax, datatype: int64}
# - {name: yval, unit: ppm, datatype: float64}
# - {name: yerrLow, unit: ppm, datatype: float64}
# - {name: yerrUpp, unit: ppm, datatype: float64}
# - {name: wlcLow, datatype: float64}
# - {name: wlcUpp, datatype: float64}
# - {name: ignore, datatype: int64}
# - {name: referenceLink, datatype: string}
# delimiter: ','
# meta: !!omap
# - {visit: '1'}
# - {bjd: 2460258.355923814}
# - {date: '2023-11-09 20:32'}
# - {spectype: dppm}
# - {waveunit: um}
# - {name: GJ_9827_d_noCorrection_QuadWithBJD_LinWith2PCAim_GP_Matern32_FixedGPParaFromWLC_fix_exotic-ld_1D_quadratic_Dppm_NIRISS_SOSS1_1}
# - {label: null}
# - {ylabel: 'Transit Depth [ppm]'}
# schema: astropy-2.0
instrname,reference,bandpass,iwave,wave,waveMin,waveMax,xMin,xMax,yval,yerrLow,yerrUpp,wlcLow,wlcUpp,ignore,referenceLink
NIRISS_SOSS1,ExoTEP,uniform,0,0.8551149972750447,0.8507188307029803,0.859511163847109,0,0,928.2828,84.2387,81.4333,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,1,0.8634803891379097,0.859511163847109,0.8674496144287105,0,0,962.6879,70.4457,68.6991,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,2,0.8718737108469362,0.8674496144287105,0.8762978072651619,0,0,1013.7394,64.0729,66.1719,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,3,0.8807361533564421,0.8762978072651619,0.8851744994477222,0,0,978.1177,59.9801,63.3713,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,4,0.8896267640905269,0.8851744994477222,0.8940790287333316,0,0,946.7773,56.206,56.5941,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,5,0.8985448861538288,0.8940790287333316,0.903010743574326,0,0,942.5636,64.4927,59.9022,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,6,0.9074898733035529,0.903010743574326,0.9119690030327798,0,0,950.4744,58.3708,59.58,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,7,0.9164610898638168,0.9119690030327798,0.9209531766948537,0,0,1014.9488,54.5072,55.0899,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,8,0.9259090678459393,0.9209531766948537,0.9308649589970249,0,0,1057.3089,51.1489,52.8784,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,9,0.9353832529086245,0.9308649589970249,0.9399015468202239,0,0,1050.0845,55.0215,51.7241,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,10,0.9444318536697763,0.9399015468202239,0.9489621605193289,0,0,979.4407,48.1513,51.1962,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,11,0.9539590221630474,0.9489621605193289,0.9589558838067658,0,0,956.9761,53.9403,50.1075,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,12,0.9635104666129126,0.9589558838067658,0.9680650494190595,0,0,1063.6053,53.6795,54.2159,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,13,0.9730879206290302,0.9680650494190595,0.9781107918390008,0,0,971.8476,49.247,48.2729,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,14,0.982688400144776,0.9781107918390008,0.9872660084505511,0,0,980.6225,46.1431,47.4695,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,15,0.9923135389486861,0.9872660084505511,0.9973610694468211,0,0,1021.7044,45.7473,46.7348,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,16,1.0024209945736309,0.9973610694468211,1.0074809197004406,0,0,1039.396,46.1301,45.1762,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,17,1.0125528896932188,1.0074809197004406,1.0176248596859967,0,0,989.1626,45.6311,45.9347,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,18,1.0227085317651021,1.0176248596859967,1.0277922038442078,0,0,905.5417,52.3762,53.1275,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,19,1.0328872421440929,1.0277922038442078,1.0379822804439778,0,0,1019.0563,48.3981,49.6906,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,20,1.043088355944213,1.0379822804439778,1.0481944314444482,0,0,976.2227,47.1744,46.8035,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,21,1.0537769050321764,1.0481944314444482,1.0593593786199045,0,0,959.3013,42.9745,44.6525,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,22,1.0644874984803712,1.0593593786199045,1.0696156183408378,0,0,996.1979,45.7058,46.071,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,23,1.0747538009664024,1.0696156183408378,1.079891983591967,0,0,943.1159,42.9086,42.4601,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,24,1.0855083958880214,1.079891983591967,1.0911248081840756,0,0,961.0181,46.2865,44.1662,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,25,1.0962830637346892,1.0911248081840756,1.101441319285303,0,0,936.5346,47.1457,50.0763,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,26,1.1070789340794427,1.101441319285303,1.1127165488735824,0,0,960.5959,43.7165,42.5909,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,27,1.118364688675065,1.1127165488735824,1.1240128284765476,0,0,962.7856,41.7532,42.3254,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,28,1.1296711365770717,1.1240128284765476,1.1353294446775961,0,0,940.0705,40.106,39.5841,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,29,1.1409975731488693,1.1353294446775961,1.146665701620143,0,0,985.7789,36.2682,35.6052,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,30,1.1523433112073138,1.146665701620143,1.1580209207944845,0,0,1000.9573,40.1489,39.762,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,31,1.1637076808095754,1.1580209207944845,1.1693944408246661,0,0,983.6123,37.5411,36.6287,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,32,1.1755650499880594,1.1693944408246661,1.181735659151453,0,0,1012.391,33.96,34.8549,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,33,1.1874404573116557,1.181735659151453,1.193145255471859,0,0,945.4304,39.8098,39.8035,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,34,1.1993346790815758,1.193145255471859,1.2055241026912924,0,0,1004.678,41.2721,39.8929,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,35,1.211245615324827,1.2055241026912924,1.2169671279583616,0,0,984.8356,41.3961,40.8808,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,36,1.2231739718503523,1.2169671279583616,1.2293808157423427,0,0,910.582,40.6774,42.3057,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,37,1.2355961931888042,1.2293808157423427,1.2418115706352655,0,0,1001.7176,37.5995,37.559,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,38,1.2480351365176727,1.2418115706352655,1.25425870240008,0,0,994.1022,42.312,40.3541,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,39,1.2604901221764107,1.25425870240008,1.2667215419527418,0,0,928.5844,42.9777,45.2564,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,40,1.2729604914984611,1.2667215419527418,1.2791994410441807,0,0,1007.5669,36.6824,38.7912,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,41,1.2854456064932274,1.2791994410441807,1.2916917719422742,0,0,924.7142,42.1901,41.901,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,42,1.2984261333069669,1.2916917719422742,1.3051604946716595,0,0,961.2299,40.1856,40.724,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,43,1.3114206877800303,1.3051604946716595,1.3176808808884006,0,0,1035.3703,38.7953,39.8039,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,44,1.3244296792974393,1.3176808808884006,1.3311784777064775,0,0,980.0491,40.1738,42.4254,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,45,1.3379342562603698,1.3311784777064775,1.3446900348142616,0,0,999.0049,35.6398,36.921,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,46,1.3514524648319635,1.3446900348142616,1.358214894849665,0,0,998.307,38.6543,38.5787,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,47,1.3649836601156453,1.358214894849665,1.3717524253816258,0,0,949.2983,37.8709,39.6163,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,48,1.3785272219155296,1.3717524253816258,1.3853020184494336,0,0,1001.3014,41.8115,43.1509,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,49,1.3920825542757467,1.3853020184494336,1.39886309010206,0,0,958.0125,42.8705,44.5898,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,50,1.4061340006680743,1.39886309010206,1.413404911234089,0,0,1003.6055,46.921,43.8612,0.0,0.0,0,none
NIRISS_SOSS1,ExoTEP,uniform,51,1.4201964573517925,1.413404911234089,1.4269880034694964,0,0,982.3962,34.4535,35.7589,0.0,0.0,0,none
