5.2	6.2
-9.879421412944794	-6.884755253791809
-9.45048576593399	-2.724853277206421
-6.466611742973328	-1.6053364276885986
-5.6320860385894775	-10.179719746112823
-8.581196308135986	-1.1002707481384277
-5.829331398010254	-2.4383318424224854
-10.590090304613113	-3.3748905658721924
-6.834171295166016	-3.6755318641662598
-9.851554334163666	-2.3180315494537354
-11.66312313079834	-6.102074861526489
-7.470950961112976	-10.026670753955841
-11.588094592094421	-7.775261163711548
-9.04712051153183	-4.0841896533966064
-9.313850462436676	-4.089861631393433
-10.195561051368713	-7.203417062759399
-3.7906336784362793	-8.524733304977417
-8.680000305175781	-2.2207753658294678
-6.4942896366119385	-1.854814052581787
-6.483880519866943	-9.138467967510223
-10.643213421106339	-6.180225849151611
-10.129618763923645	-1.4036064147949219
-9.094422519207	-1.5070080757141113
-8.07324993610382	-11.335282891988754
-8.265877962112427	-2.5927963256835938
-8.35301685333252	-10.845623910427094
-11.958327803760767	-1.6386544704437256
-10.95387876033783	-3.146726131439209
-7.838982939720154	-2.3316757678985596
-10.852068454027176	-10.72021096944809
-10.22090059518814	-8.791736483573914
-6.903522849082947	-6.1668630838394165
-7.3020758628845215	-2.7249319553375244
-7.261665344238281	-1.6320641040802002
-8.385157942771912	-9.60098683834076
-9.147458732128143	-2.787228584289551
-4.615219831466675	-8.829931139945984
-11.192679852247238	-7.297775745391846
-4.771841526031494	-0.7962241172790527
-8.287926077842712	-4.835267543792725
-6.864518880844116	-1.075143814086914
-10.632474929094315	-3.77275013923645
-8.194997549057007	-8.897045731544495
-5.614573001861572	-6.1330955028533936
-11.874995190650225	-8.18575143814087
-10.164915382862091	-6.935107111930847
-8.800420045852661	-8.701395750045776
-6.966918110847473	-8.869171857833862
-6.903180241584778	-3.1847305297851562
-7.190046787261963	-6.737929701805115
-6.294325232505798	-9.306643545627594
-6.349860191345215	-7.140619397163391
-11.58163645863533	-1.5694963932037354
-11.95386423356831	-6.7793684005737305
-9.160723507404327	-8.532683372497559
-3.7633888721466064	-1.290402889251709
-10.786578118801117	-7.0004178285598755
-11.130860030651093	-9.596939742565155
-6.463233947753906	-10.296900808811188
-7.527890682220459	-8.706670761108398
-7.636607050895691	-9.351913869380951
-6.814936637878418	-9.840735733509064
-6.875074625015259	-3.889533519744873
-5.916446685791016	-6.415825009346008
