instrname,reference,bandpass,iwave,wave,waveMin,waveMax,xMin,xMax,yval,yerrLow,yerrUpp,wlcLow,wlcUpp,ignore,referenceLink
NIRSPEC_G395H_NRS2,ExoTEP,uniform,11,4.134249687194824,4.1208773,4.1476226,0,0,3527.0077,55.2773,55.2773,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,12,4.160989761352539,4.1476226,4.174357,0,0,3587.0451,56.3945,56.3945,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,13,4.188020706176758,4.174357,4.201685,0,0,3457.3,55.9327,55.9327,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,14,4.21504020690918,4.201685,4.228396,0,0,3519.7203,57.3655,57.3655,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,15,4.242079257965088,4.228396,4.2557626,0,0,3445.5368,57.7445,57.7445,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,16,4.269106388092041,4.2557626,4.28245,0,0,3594.1839,58.6346,58.6346,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,17,4.296090126037598,4.28245,4.3097296,0,0,3386.3656,62.8117,62.8117,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,18,4.323393821716309,4.3097296,4.3370585,0,0,3596.807,62.6409,62.6409,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,19,4.35038423538208,4.3370585,4.36371,0,0,3427.3278,64.7355,64.7355,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,20,4.377362251281738,4.36371,4.391015,0,0,3713.7719,64.4197,64.4197,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,21,4.404295921325684,4.391015,4.4175773,0,0,3465.9257,70.2755,70.2755,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,22,4.431216716766357,4.4175773,4.444856,0,0,3356.4063,69.6053,69.6053,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,23,4.458488941192627,4.444856,4.4721217,0,0,3439.7523,68.1848,68.1848,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,24,4.4853835105896,4.4721217,4.4986453,0,0,3526.1794,71.4802,71.4802,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,25,4.512264251708984,4.4986453,4.5258837,0,0,3443.0982,70.7352,70.7352,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,26,4.539495944976807,4.5258837,4.553108,0,0,3555.21,73.6746,73.6746,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,27,4.566680908203125,4.553108,4.580254,0,0,3580.6165,77.0079,77.0079,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,28,4.593520164489746,4.580254,4.6067867,0,0,3304.7663,77.0798,77.0798,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,29,4.620345115661621,4.6067867,4.633903,0,0,3472.2644,78.3616,78.3616,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,30,4.647485733032227,4.633903,4.661069,0,0,3599.4151,78.2929,78.2929,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,31,4.674612045288086,4.661069,4.688155,0,0,3584.5912,77.8927,77.8927,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,32,4.701723098754883,4.688155,4.715291,0,0,3467.7783,80.1886,80.1886,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,33,4.728818893432617,4.715291,4.742347,0,0,3451.2999,81.4926,81.4926,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,34,4.755898952484131,4.742347,4.769451,0,0,3560.4326,83.1528,83.1528,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,35,4.782962799072266,4.769451,4.796475,0,0,3194.8787,86.3527,86.3527,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,36,4.81001091003418,4.796475,4.823547,0,0,3436.4754,84.8058,84.8058,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,37,4.837042331695557,4.823547,4.850538,0,0,3614.0824,87.001,87.001,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,38,4.864057540893555,4.850538,4.8775773,0,0,3393.0852,88.1794,88.1794,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,39,4.891055583953857,4.8775773,4.904534,0,0,3527.8337,91.6995,91.6995,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,40,4.918036460876465,4.904534,4.931539,0,0,3328.5877,89.4931,89.4931,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,41,4.945000171661377,4.931539,4.9584613,0,0,3478.805,94.4826,94.4826,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,42,4.9719133377075195,4.9584613,4.985365,0,0,3378.749,98.2487,98.2487,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,43,4.99884033203125,4.985365,5.012316,0,0,3385.0284,95.6013,95.6013,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,44,5.025750160217285,5.012316,5.039184,0,0,3264.859,101.1218,101.1218,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,45,5.052936553955078,5.039184,5.0666885,0,0,3466.8155,98.3292,98.3292,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,46,5.080102920532227,5.0666885,5.093517,0,0,3432.3013,102.114,102.114,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,47,5.106954574584961,5.093517,5.120392,0,0,3453.3269,99.4213,99.4213,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,48,5.134113788604736,5.120392,5.1478357,0,0,3477.4285,108.6012,108.6012,0.0,0.0,0,none
NIRSPEC_G395H_NRS2,ExoTEP,uniform,49,5.161187171936035,5.1478357,5.174538,0,0,3495.2898,117.9643,117.9643,0.0,0.0,0,none
