iwave,wave,waveMin,waveMax,yval,yerrLow,yerrUpp,wlcLow,wlcUpp,ignore,referenceLink,instrname,reference,bandpass
0,2.915245056152344,2.900634527206421,2.9298555850982666,812.9095369556411,32.9546328359766,33.488195819922986,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
1,2.9444334506988525,2.9298555850982666,2.9590113162994385,820.4235350518064,30.709396919812082,31.520456107791055,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
2,2.973616123199463,2.9590113162994385,2.9882209300994877,799.6289059845146,27.977089495404325,28.75880579571025,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
3,3.003470301628113,2.9882209300994877,3.0187196731567383,827.7284914532032,28.3049677077155,27.285152529431084,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
4,3.0336265563964844,3.0187196731567383,3.0485334396362305,791.963230852216,28.95140836655372,28.21776964420275,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
5,3.0638052225112915,3.0485334396362305,3.0790770053863525,840.0186570288199,31.43834584010173,29.668572676684207,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
6,3.094314813613892,3.0790770053863525,3.1095526218414307,820.5835027748071,29.263947007941017,28.871573810896574,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
7,3.12512481212616,3.1095526218414307,3.1406970024108887,776.8732035680908,26.531113203415664,27.755743001120585,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
8,3.156633138656616,3.1406970024108887,3.172569274902344,798.4928195003249,29.961323083997307,30.355923808539664,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
9,3.1884706020355225,3.172569274902344,3.204371929168701,883.9747084347925,29.983400288385482,29.271581716540318,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
10,3.2202683687210083,3.204371929168701,3.2361648082733154,821.9460210611358,30.539556727364054,31.219622915041924,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
11,3.252424478530884,3.2361648082733154,3.268684148788452,834.228468069962,26.799930811230716,27.894336612104116,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
12,3.2849082946777344,3.268684148788452,3.3011324405670166,774.4357521902109,26.53744517810205,27.461166570911356,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
13,3.3176889419555664,3.3011324405670166,3.334245443344116,805.7171665925516,29.727477662516282,29.841260649408607,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
14,3.350826382637024,3.334245443344116,3.367407321929932,780.8504397780555,27.794302002069003,27.64575905979345,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
15,3.384289622306824,3.367407321929932,3.401171922683716,816.9664928033626,28.21474620827997,27.859574328975384,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
16,3.418047547340393,3.401171922683716,3.4349231719970703,813.9715788713422,26.339262302572344,26.1918189655474,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
17,3.4521292448043823,3.4349231719970703,3.4693353176116943,770.7801777569874,25.32340301169701,26.482246787606602,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
18,3.486871838569641,3.4693353176116943,3.504408359527588,839.8835893237881,27.38984678552268,26.79696378893082,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
19,3.5219374895095825,3.504408359527588,3.539466619491577,766.1416758492154,26.941178713761158,27.232947705381648,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
20,3.557018995285034,3.539466619491577,3.574571371078491,800.0606961247662,26.85927660442953,26.37287322662733,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
21,3.5924224853515625,3.574571371078491,3.610273599624634,803.7798280589795,26.86691413817637,26.988403331987463,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
22,3.628453254699707,3.610273599624634,3.64663290977478,843.6347789343241,29.053570736789244,28.691199961845122,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
23,3.664804697036743,3.64663290977478,3.682976484298706,831.8159394784676,26.81141972868151,27.2625665823159,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
24,3.701476216316223,3.682976484298706,3.71997594833374,836.3685610492598,27.572451171718818,28.59330177658705,0,0,0,none,NIRSPEC_G395H_NRS1,ExoTEP,uniform
