iwave,wave,waveMin,waveMax,yval,yerrLow,yerrUpp,wlcLow,wlcUpp,ignore,referenceLink,instrname,reference,bandpass
0,3.838724613189697,3.819587230682373,3.8578619956970215,721.3787737622015,70.57702433045961,68.67355424216419,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
1,3.876989126205444,3.8578619956970215,3.896116256713867,776.6183114934835,60.5500439680236,65.5171904441305,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
2,3.915568828582764,3.896116256713867,3.93502140045166,713.7484902333822,53.91932802284941,54.98405397112424,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
3,3.954798340797424,3.93502140045166,3.974575281143189,771.5954096398921,51.85792598666046,46.879173188297045,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
4,3.9943405389785767,3.974575281143189,4.014105796813965,884.5107361617622,59.87734572105467,66.93014003529265,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
5,4.0344977378845215,4.014105796813965,4.054889678955078,726.3310699825898,55.05900809637524,57.03165145053106,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
6,4.074965715408325,4.054889678955078,4.095041751861572,824.4767310889179,61.665577394726256,57.6551838492901,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
7,4.1154396533966064,4.095041751861572,4.135837554931641,773.2892508255401,60.0795713161242,64.77645586131928,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
8,4.156555891036987,4.135837554931641,4.177274227142334,727.2001502237343,45.53361611855894,47.764590398690416,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
9,4.198281288146973,4.177274227142334,4.219288349151611,753.1566452979619,57.79698675598991,60.93439285871557,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
10,4.240312576293945,4.219288349151611,4.261336803436279,798.9521189469897,51.97282056518054,55.83388656789453,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
11,4.282679557800293,4.261336803436279,4.304022312164307,826.5566285638167,72.44179621937292,70.22271458501109,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
12,4.325651168823242,4.304022312164307,4.347280025482178,745.4227244629262,55.11958707901147,57.13692034871974,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
13,4.368923902511597,4.347280025482178,4.390567779541016,720.2890655425487,68.56645806401934,66.20258435234871,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
14,4.4124956130981445,4.390567779541016,4.434423446655273,787.9947123519538,77.31653877033705,84.94452819302217,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
15,4.456697940826416,4.434423446655273,4.478972434997559,742.3940392551125,83.65498957644013,88.08675757943809,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
16,4.501196622848511,4.478972434997559,4.523420810699463,824.523850986398,84.13239447203102,88.28669564577058,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
17,4.545958042144775,4.523420810699463,4.568495273590088,988.5082152449124,87.98531722972552,92.17863263224774,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
18,4.591376781463623,4.568495273590088,4.614258289337158,754.4564356923604,78.7181835432998,82.3829417374302,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
19,4.637418031692505,4.614258289337158,4.660577774047852,819.7620837127996,56.73659878119543,58.35222905993408,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
20,4.684046506881714,4.660577774047852,4.707515239715576,814.1936214223188,75.52185759194231,79.40169944258218,28.685511,27.492021,0,none,NIRSPEC_G395H_NRS2,ExoTEP,uniform
