wvl(micron) wvl_fullwidth(micron) depths depths_err_down depths_err_up
3.600084008558059878e+00 3.600084008558157578e-03 1.406162622482497052e-03 5.578400576294886094e-05 5.419886642186896142e-05
3.607291383950568253e+00 3.607291383950661512e-03 1.486293455744530298e-03 5.261976987267558473e-05 5.403511224739260109e-05
3.614513188523042153e+00 3.614513188523016396e-03 1.495140681840614405e-03 5.598224674453983283e-05 5.886285230356793859e-05
3.621749451162727951e+00 3.621749451162781241e-03 1.318620129172340741e-03 5.678906066288645854e-05 5.867878888852685366e-05
3.629000200814705313e+00 3.629000200814580523e-03 1.469912354922739937e-03 5.662971340176117758e-05 5.610502828979562173e-05
3.636265466482002218e+00 3.636265466482102582e-03 1.421781190096060637e-03 5.489955537965322032e-05 5.763485273514762808e-05
3.643545277225709533e+00 3.643545277225657131e-03 1.474093747577717066e-03 5.590731137809163754e-05 5.638679751265876858e-05
3.650839662165100474e+00 3.650839662165061839e-03 1.481146966887182974e-03 5.870911101573319667e-05 5.728027957273031632e-05
3.658148650477743402e+00 3.658148650477865971e-03 1.519317004454540099e-03 5.518749579581606950e-05 5.779566148044893218e-05
3.665472271399620841e+00 3.665472271399572435e-03 1.427760453044466232e-03 5.459782274116045718e-05 5.838478897256982770e-05
3.672810554225245383e+00 3.672810554225192092e-03 1.469425773329490186e-03 5.611304571898791110e-05 5.791512297557211200e-05
3.680163528307778265e+00 3.680163528307689447e-03 1.458755544576494090e-03 5.997253013996715052e-05 6.265808662039081423e-05
3.687531223059145269e+00 3.687531223059092866e-03 1.419478666878909575e-03 5.571589355816184785e-05 5.844817990577786337e-05
3.694913667950154412e+00 3.694913667950050495e-03 1.436381017965341917e-03 5.639347868273372375e-05 5.728795628010467211e-05
3.702310892510615403e+00 3.702310892510718432e-03 1.407812192765850847e-03 5.551164168758051728e-05 5.653133277208571654e-05
3.709722926329455550e+00 3.709722926329650505e-03 1.438777061350679986e-03 5.852093508895785291e-05 5.901870801174488411e-05
3.717149799054840109e+00 3.717149799054686454e-03 1.423751629006823416e-03 8.331175297999073948e-05 8.459176472597190874e-05
3.824526423567885303e+00 3.824526423567897737e-03 1.403988462229000195e-03 1.188045731616688659e-04 1.209119326999892721e-04
3.832183133124578145e+00 3.832183133124722474e-03 1.541318183722767106e-03 5.446438463926219197e-05 5.762284013349661007e-05
3.839855171429132241e+00 3.839855171429151781e-03 1.478532115030461351e-03 6.128515617251442140e-05 6.674267731628459371e-05
3.847542569169730697e+00 3.847542569169526416e-03 1.372650204641906934e-03 5.850345129880307532e-05 5.776043854126331042e-05
3.855245357095996361e+00 3.855245357095915537e-03 1.516686920397790697e-03 6.293223768415678009e-05 6.838267451159009273e-05
3.862963566019111283e+00 3.862963566019006478e-03 1.438119371840114328e-03 6.284029739060029271e-05 6.653688144038904931e-05
3.870697226811941949e+00 3.870697226811881109e-03 1.446983028250952786e-03 5.531614665761507195e-05 5.777264998570320182e-05
3.878446370409163180e+00 3.878446370409127653e-03 1.402196497547686946e-03 6.043034732525340622e-05 6.208075247683060333e-05
3.886211027807379370e+00 3.886211027807284779e-03 1.374506946300585149e-03 5.945162478429526069e-05 6.078299826437964212e-05
3.893991230065251941e+00 3.893991230065063647e-03 1.443918248744501323e-03 6.178373544493341552e-05 6.073686558187109451e-05
3.901787008303620574e+00 3.901787008303569948e-03 1.376164550174716582e-03 5.913221170610165345e-05 6.212018589435952499e-05
3.909598393705629782e+00 3.909598393705637775e-03 1.496322667695253487e-03 5.911908537950574637e-05 6.022222873045218159e-05
3.917425417516851915e+00 3.917425417516939845e-03 1.447912666712380166e-03 5.630241830046509792e-05 5.881779471513024057e-05
3.925268111045414621e+00 3.925268111045321362e-03 1.382171678398994930e-03 5.827526302072217961e-05 5.925015386398009998e-05
3.933126505662121630e+00 3.933126505662132288e-03 1.511790257143960040e-03 6.428924431545185577e-05 6.776426939441141143e-05
3.941000632800584658e+00 3.941000632800673031e-03 1.485764943860045772e-03 6.001888933534407636e-05 6.292018431999640024e-05
3.948890523957342857e+00 3.948890523957304666e-03 1.422728829292965302e-03 6.078758619633505662e-05 6.270380751830447494e-05
3.956796210691992055e+00 3.956796210692115068e-03 1.553957907399111703e-03 5.911305012702812651e-05 6.125289845044783080e-05
3.964717724627311313e+00 3.964717724627364603e-03 1.483328381712552312e-03 6.238141351038360650e-05 6.347818815414011349e-05
3.972655097449388162e+00 3.972655097449262485e-03 1.525473704835531800e-03 6.014885505093560083e-05 6.263498805348947300e-05
3.980608360907745169e+00 3.980608360907744725e-03 1.530476465675239270e-03 7.293241556396333957e-05 7.677764862948051675e-05
3.988577546815468722e+00 3.988577546815585961e-03 1.489826283226627131e-03 6.466527827939614074e-05 6.265520604078588917e-05
3.996562687049333373e+00 3.996562687049287632e-03 1.388779043111292022e-03 6.335950172903524530e-05 6.555699414917775495e-05
4.004563813549932405e+00 4.004563813550188200e-03 1.452818277399813007e-03 6.164386378217795188e-05 6.212810453342957283e-05
4.012580958321804836e+00 4.012580958321798619e-03 1.447849825205247635e-03 5.799967746717201990e-05 5.912592173046257217e-05
4.020614153433560212e+00 4.020614153433577087e-03 1.567101023422918984e-03 6.391626761568962106e-05 6.613124296864960196e-05
4.028663431018012275e+00 4.028663431018042473e-03 1.509149417349008645e-03 6.093235978600158821e-05 6.226884796056842807e-05
